molecule,geometry_id,q_A,record,error
H2O2,001,-0.08962289109002786,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/001.npz,
H2O2,002,-0.08344200204933627,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/002.npz,
H2O2,003,-0.07726111300864469,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/003.npz,
H2O2,004,-0.0710802239679531,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/004.npz,
H2O2,005,-0.06489933492726152,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/005.npz,
H2O2,006,-0.05871844588656994,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/006.npz,
H2O2,007,-0.05253755684587835,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/007.npz,
H2O2,008,-0.04635666780518677,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/008.npz,
H2O2,009,-0.040175778764495185,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/009.npz,
H2O2,010,-0.0339948897238036,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/010.npz,
H2O2,011,-0.027814000683112017,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/011.npz,
H2O2,012,-0.021633111642420433,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/012.npz,
H2O2,013,-0.015452222601728849,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/013.npz,
H2O2,014,-0.009271333561037265,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/014.npz,
H2O2,015,-0.003090444520345903,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/015.npz,
H2O2,016,0.003090444520345903,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/016.npz,
H2O2,017,0.009271333561037265,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/017.npz,
H2O2,018,0.015452222601728849,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/018.npz,
H2O2,019,0.021633111642420433,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/019.npz,
H2O2,020,0.027814000683112017,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/020.npz,
H2O2,021,0.0339948897238036,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/021.npz,
H2O2,022,0.040175778764495185,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/022.npz,
H2O2,023,0.04635666780518677,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/023.npz,
H2O2,024,0.05253755684587835,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/024.npz,
H2O2,025,0.05871844588656994,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/025.npz,
H2O2,026,0.06489933492726152,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/026.npz,
H2O2,027,0.0710802239679531,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/027.npz,
H2O2,028,0.07726111300864469,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/028.npz,
H2O2,029,0.08344200204933627,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/029.npz,
H2O2,030,0.08962289109002786,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/H2O2/030.npz,
