molecule,geometry_id,q_A,record,error
HF,001,-0.15367174522172344,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/001.npz,
HF,002,-0.14307369382712187,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/002.npz,
HF,003,-0.1324756424325202,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/003.npz,
HF,004,-0.12187759103791862,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/004.npz,
HF,005,-0.11127953964331694,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/005.npz,
HF,006,-0.10068148824871537,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/006.npz,
HF,007,-0.0900834368541138,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/007.npz,
HF,008,-0.07948538545951211,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/008.npz,
HF,009,-0.06888733406491054,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/009.npz,
HF,010,-0.05828928267030886,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/010.npz,
HF,011,-0.04769123127570729,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/011.npz,
HF,012,-0.03709317988110572,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/012.npz,
HF,013,-0.026495128486504038,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/013.npz,
HF,014,-0.015897077091902467,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/014.npz,
HF,015,-0.005299025697300785,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/015.npz,
HF,016,0.005299025697300785,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/016.npz,
HF,017,0.015897077091902356,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/017.npz,
HF,018,0.026495128486504038,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/018.npz,
HF,019,0.03709317988110561,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/019.npz,
HF,020,0.04769123127570729,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/020.npz,
HF,021,0.05828928267030886,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/021.npz,
HF,022,0.06888733406491043,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/022.npz,
HF,023,0.07948538545951223,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/023.npz,
HF,024,0.0900834368541138,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/024.npz,
HF,025,0.10068148824871537,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/025.npz,
HF,026,0.11127953964331694,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/026.npz,
HF,027,0.12187759103791851,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/027.npz,
HF,028,0.1324756424325203,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/028.npz,
HF,029,0.14307369382712187,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/029.npz,
HF,030,0.15367174522172344,/Users/novaz/Desktop/qml2.0/results/descriptor-v2-methods-t-copy/HF/030.npz,
