molecule,geometry_id,q_A,record,error
NH3,001,-0.09487706449101341,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/001.npz,
NH3,002,-0.08833381866404699,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/002.npz,
NH3,003,-0.08179057283708047,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/003.npz,
NH3,004,-0.07524732701011405,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/004.npz,
NH3,005,-0.06870408118314764,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/005.npz,
NH3,006,-0.06216083535618122,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/006.npz,
NH3,007,-0.055617589529214695,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/007.npz,
NH3,008,-0.04907434370224828,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/008.npz,
NH3,009,-0.042531097875281865,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/009.npz,
NH3,010,-0.03598785204831545,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/010.npz,
NH3,011,-0.029444606221348923,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/011.npz,
NH3,012,-0.022901360394382397,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/012.npz,
NH3,013,-0.016358114567416093,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/013.npz,
NH3,014,-0.009814868740449567,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/014.npz,
NH3,015,-0.003271622913483263,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/015.npz,
NH3,016,0.003271622913483263,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/016.npz,
NH3,017,0.00981486874044979,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/017.npz,
NH3,018,0.016358114567416093,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/018.npz,
NH3,019,0.02290136039438262,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/019.npz,
NH3,020,0.029444606221349146,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/020.npz,
NH3,021,0.03598785204831545,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/021.npz,
NH3,022,0.042531097875281976,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/022.npz,
NH3,023,0.0490743437022485,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/023.npz,
NH3,024,0.055617589529214806,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/024.npz,
NH3,025,0.06216083535618133,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/025.npz,
NH3,026,0.06870408118314764,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/026.npz,
NH3,027,0.07524732701011416,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/027.npz,
NH3,028,0.08179057283708069,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/028.npz,
NH3,029,0.08833381866404699,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/029.npz,
NH3,030,0.09487706449101352,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/NH3/030.npz,
