molecule,geometry_id,q_A,record,error
H2O,001,-0.11272722400113389,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/001.npz,
H2O,002,-0.10495293269071082,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/002.npz,
H2O,003,-0.09717864138028787,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/003.npz,
H2O,004,-0.0894043500698648,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/004.npz,
H2O,005,-0.08163005875944174,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/005.npz,
H2O,006,-0.07385576744901878,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/006.npz,
H2O,007,-0.06608147613859572,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/007.npz,
H2O,008,-0.05830718482817265,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/008.npz,
H2O,009,-0.0505328935177497,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/009.npz,
H2O,010,-0.042758602207326635,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/010.npz,
H2O,011,-0.03498431089690368,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/011.npz,
H2O,012,-0.027210019586480616,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/012.npz,
H2O,013,-0.01943572827605755,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/013.npz,
H2O,014,-0.011661436965634486,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/014.npz,
H2O,015,-0.0038871456552115324,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/015.npz,
H2O,016,0.0038871456552115324,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/016.npz,
H2O,017,0.011661436965634486,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/017.npz,
H2O,018,0.01943572827605755,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/018.npz,
H2O,019,0.027210019586480616,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/019.npz,
H2O,020,0.03498431089690368,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/020.npz,
H2O,021,0.042758602207326524,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/021.npz,
H2O,022,0.05053289351774959,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/022.npz,
H2O,023,0.05830718482817265,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/023.npz,
H2O,024,0.06608147613859572,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/024.npz,
H2O,025,0.07385576744901878,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/025.npz,
H2O,026,0.08163005875944185,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/026.npz,
H2O,027,0.08940435006986491,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/027.npz,
H2O,028,0.09717864138028776,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/028.npz,
H2O,029,0.10495293269071082,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/029.npz,
H2O,030,0.11272722400113389,/Users/novaz/Desktop/qml2.0/results/descriptor/H2O/030.npz,
